1.28 -0.71173 -0.83318
1.29 -0.7011 -0.82203
1.3 -0.68803 -0.80879
1.31 -0.67257 -0.79351
1.32 -0.65476 -0.77625
1.33 -0.63467 -0.75709
1.34 -0.61235 -0.73609
1.35 -0.58786 -0.71334
1.36 -0.56128 -0.68892
1.37 -0.53268 -0.66292
1.38 -0.50213 -0.63542
1.39 -0.46972 -0.60653
1.4 -0.43554 -0.57635
1.41 -0.39967 -0.54496
1.42 -0.3622 -0.51249
1.43 -0.32323 -0.47902
1.44 -0.28285 -0.44467
1.45 -0.24118 -0.40955
1.46 -0.1983 -0.37376
1.47 -0.15432 -0.3374
1.48 -0.10934 -0.30057
1.49 -0.063478 -0.26338
1.5 -0.01683 -0.22593
1.51 0.030498 -0.1883
1.52 0.078401 -0.15059
1.53 0.12678 -0.11288
1.54 0.17552 -0.075251
1.55 0.22454 -0.037772
1.56 0.27373 -0.00051301
1.57 0.323 0.036465
1.58 0.37227 0.073108
1.59 0.42143 0.10937
1.6 0.47041 0.1452
1.61 0.51913 0.18057
1.62 0.56752 0.21544
1.63 0.61549 0.2498
1.64 0.66299 0.28363
1.65 0.70995 0.3169
1.66 0.75631 0.34962
1.67 0.80202 0.38178
1.68 0.84702 0.41338
1.69 0.89128 0.44442
1.7 0.93475 0.4749
1.71 0.97739 0.50484
1.72 1.0192 0.53425
1.73 1.0601 0.56313
1.74 1.1 0.59151
1.75 1.139 0.61939
1.76 1.1771 0.6468
1.77 1.2142 0.67374
1.78 1.2503 0.70022
1.79 1.2853 0.72627
1.8 1.3194 0.75189
1.81 1.3524 0.7771
1.82 1.3845 0.8019
1.83 1.4154 0.8263
1.84 1.4454 0.85031
1.85 1.4743 0.87394
1.86 1.5021 0.89718
1.87 1.529 0.92004
1.88 1.5548 0.94251
1.89 1.5795 0.9646
1.9 1.6033 0.98629
1.91 1.6261 1.0076
1.92 1.6478 1.0284
1.93 1.6685 1.0489
1.94 1.6883 1.0689
1.95 1.7071 1.0885
1.96 1.7249 1.1076
1.97 1.7417 1.1262
1.98 1.7576 1.1443
1.99 1.7725 1.1619
2 1.7865 1.1789
2.01 1.7996 1.1954
2.02 1.8117 1.2112
2.03 1.823 1.2265
2.04 1.8334 1.2411
2.05 1.8428 1.255
2.06 1.8514 1.2683
2.07 1.8591 1.2808
2.08 1.866 1.2926
2.09 1.872 1.3036
2.1 1.8772 1.3138
2.11 1.8816 1.3232
2.12 1.8851 1.3317
2.13 1.8878 1.3394
2.14 1.8897 1.3462
2.15 1.8907 1.3521
2.16 1.891 1.357
2.17 1.8905 1.361
2.18 1.8892 1.3641
2.19 1.8872 1.3661
2.2 1.8843 1.3672
2.21 1.8807 1.3672
2.22 1.8763 1.3662
2.23 1.8711 1.3642
2.24 1.8652 1.3611
2.25 1.8585 1.357
2.26 1.851 1.3519
2.27 1.8428 1.3457
2.28 1.8339 1.3385
2.29 1.8241 1.3302
2.3 1.8137 1.3209
2.31 1.8024 1.3105
2.32 1.7905 1.2991
2.33 1.7777 1.2867
2.34 1.7642 1.2734
2.35 1.75 1.259
2.36 1.735 1.2437
2.37 1.7193 1.2274
2.38 1.7028 1.2102
2.39 1.6856 1.1921
2.4 1.6676 1.1731
2.41 1.6488 1.1533
2.42 1.6294 1.1327
2.43 1.6091 1.1113
2.44 1.5882 1.0892
2.45 1.5665 1.0663
2.46 1.5441 1.0427
2.47 1.5209 1.0185
2.48 1.497 0.99367
2.49 1.4724 0.96827
2.5 1.4472 0.94233
2.51 1.4212 0.91589
2.52 1.3945 0.88899
2.53 1.3672 0.86167
2.54 1.3392 0.83396
2.55 1.3105 0.8059
2.56 1.2813 0.77753
2.57 1.2514 0.74889
2.58 1.2209 0.72001
2.59 1.1899 0.69094
2.6 1.1583 0.66171
2.61 1.1262 0.63234
2.62 1.0936 0.60289
2.63 1.0605 0.57337
2.64 1.027 0.54382
2.65 0.99306 0.51428
2.66 0.95878 0.48478
2.67 0.92416 0.45534
2.68 0.88925 0.42599
2.69 0.85409 0.39676
2.7 0.81872 0.36769
2.71 0.78319 0.33878
2.72 0.74754 0.31008
2.73 0.71182 0.28161
2.74 0.67609 0.25339
2.75 0.6404 0.22544
2.76 0.60481 0.1978
2.77 0.56936 0.17048
2.78 0.53412 0.14351
2.79 0.49915 0.11692
2.8 0.46451 0.090717
2.81 0.43026 0.064941
2.82 0.39646 0.039611
2.83 0.36317 0.014752
2.84 0.33046 -0.0096094
2.85 0.29839 -0.033449
2.86 0.26703 -0.056741
2.87 0.23642 -0.079458
2.88 0.20665 -0.10157
2.89 0.17775 -0.12306
2.9 0.1498 -0.1439
2.91 0.12284 -0.16405
2.92 0.096934 -0.18349
2.93 0.072131 -0.2022
2.94 0.048479 -0.22014
2.95 0.026025 -0.23729
2.96 0.004812 -0.25363
2.97 -0.015121 -0.26912
2.98 -0.033736 -0.28374
2.99 -0.051002 -0.29747
3 -0.066889 -0.31027
3.01 -0.081371 -0.32214
3.02 -0.094427 -0.33305
3.03 -0.10604 -0.34297
3.04 -0.11619 -0.3519
3.05 -0.12488 -0.3598
3.06 -0.13209 -0.36667
3.07 -0.13782 -0.3725
3.08 -0.14208 -0.37727
3.09 -0.14487 -0.38098
3.1 -0.14619 -0.38361
3.11 -0.14607 -0.38517
3.12 -0.14452 -0.38564
3.13 -0.14155 -0.38505
3.14 -0.13719 -0.38338
3.15 -0.13146 -0.38064
3.16 -0.1244 -0.37684
3.17 -0.11603 -0.37199
3.18 -0.1064 -0.36612
3.19 -0.095524 -0.35922
3.2 -0.083456 -0.35133
3.21 -0.070234 -0.34247
3.22 -0.055901 -0.33266
3.23 -0.040502 -0.32192
3.24 -0.024084 -0.31029
3.25 -0.0066963 -0.29779
3.26 0.011613 -0.28447
3.27 0.030791 -0.27035
3.28 0.050788 -0.25548
3.29 0.07155 -0.23989
3.3 0.093024 -0.22362
3.31 0.11516 -0.20672
3.32 0.13789 -0.18923
3.33 0.16118 -0.17118
3.34 0.18497 -0.15264
3.35 0.20919 -0.13363
3.36 0.23381 -0.1142
3.37 0.25877 -0.094406
3.38 0.28401 -0.074284
3.39 0.30949 -0.05388
3.4 0.33516 -0.033237
3.41 0.36096 -0.012399
3.42 0.38686 0.0085928
3.43 0.4128 0.029697
3.44 0.43875 0.050874
3.45 0.46465 0.072084
3.46 0.49048 0.093292
3.47 0.51618 0.11446
3.48 0.54173 0.13556
3.49 0.56709 0.15655
3.5 0.59223 0.1774
3.51 0.6171 0.19809
3.52 0.6417 0.21859
3.53 0.66598 0.23886
3.54 0.68993 0.2589
3.55 0.71351 0.27867
3.56 0.73671 0.29816
3.57 0.7595 0.31734
3.58 0.78187 0.3362
3.59 0.8038 0.35472
3.6 0.82528 0.37289
3.61 0.84628 0.3907
3.62 0.86681 0.40812
3.63 0.88684 0.42516
3.64 0.90637 0.44181
3.65 0.92538 0.45804
3.66 0.94388 0.47387
3.67 0.96185 0.48927
3.68 0.97929 0.50425
3.69 0.9962 0.5188
3.7 1.0126 0.53292
3.71 1.0284 0.5466
3.72 1.0437 0.55984
3.73 1.0584 0.57264
3.74 1.0726 0.585
3.75 1.0863 0.59692
3.76 1.0994 0.60839
3.77 1.1119 0.61941
3.78 1.124 0.62999
3.79 1.1355 0.64013
3.8 1.1464 0.64982
3.81 1.1568 0.65907
3.82 1.1667 0.66788
3.83 1.1761 0.67624
3.84 1.1849 0.68417
3.85 1.1932 0.69166
3.86 1.201 0.69871
3.87 1.2083 0.70533
3.88 1.2151 0.71152
3.89 1.2213 0.71727
3.9 1.2271 0.7226
3.91 1.2324 0.7275
3.92 1.2372 0.73198
3.93 1.2415 0.73603
3.94 1.2453 0.73967
3.95 1.2486 0.74289
3.96 1.2515 0.7457
3.97 1.2539 0.74809
3.98 1.2558 0.75008
3.99 1.2573 0.75166
4 1.2583 0.75283
4.01 1.2588 0.75361
4.02 1.259 0.75399
4.03 1.2586 0.75398
4.04 1.2579 0.75358
4.05 1.2567 0.75279
4.06 1.255 0.75162
4.07 1.253 0.75006
4.08 1.2505 0.74814
4.09 1.2476 0.74584
4.1 1.2443 0.74317
4.11 1.2406 0.74014
4.12 1.2365 0.73676
4.13 1.232 0.73302
4.14 1.2271 0.72892
4.15 1.2218 0.72449
4.16 1.2161 0.71971
4.17 1.2101 0.71461
4.18 1.2037 0.70917
4.19 1.1969 0.70341
4.2 1.1897 0.69733
4.21 1.1822 0.69094
4.22 1.1743 0.68424
4.23 1.1661 0.67724
4.24 1.1575 0.66995
4.25 1.1487 0.66238
4.26 1.1394 0.65452
4.27 1.1299 0.64639
4.28 1.12 0.63799
4.29 1.1099 0.62934
4.3 1.0994 0.62043
4.31 1.0886 0.61128
4.32 1.0776 0.60189
4.33 1.0662 0.59227
4.34 1.0546 0.58244
4.35 1.0428 0.57239
4.36 1.0307 0.56213
4.37 1.0183 0.55168
4.38 1.0057 0.54105
4.39 0.99288 0.53023
4.4 0.97984 0.51925
4.41 0.9666 0.50811
4.42 0.95316 0.49682
4.43 0.93954 0.48539
4.44 0.92575 0.47383
4.45 0.91179 0.46215
4.46 0.8977 0.45035
4.47 0.88346 0.43846
4.48 0.86911 0.42648
4.49 0.85465 0.41442
4.5 0.84009 0.40229
4.51 0.82545 0.3901
4.52 0.81074 0.37787
4.53 0.79598 0.3656
4.54 0.78119 0.35331
4.55 0.76637 0.34101
4.56 0.75155 0.32871
4.57 0.73673 0.31642
4.58 0.72194 0.30416
4.59 0.70719 0.29194
4.6 0.69249 0.27976
4.61 0.67787 0.26765
4.62 0.66334 0.25561
4.63 0.64892 0.24366
4.64 0.63462 0.23181
4.65 0.62046 0.22007
4.66 0.60646 0.20846
4.67 0.59263 0.19699
4.68 0.57899 0.18568
4.69 0.56556 0.17452
4.7 0.55235 0.16355
4.71 0.53939 0.15277
4.72 0.52668 0.14219
4.73 0.51424 0.13183
4.74 0.50209 0.12169
4.75 0.49024 0.1118
4.76 0.47871 0.10216
4.77 0.46751 0.092792
4.78 0.45666 0.083697
4.79 0.44618 0.074891
4.8 0.43606 0.066384
4.81 0.42633 0.058188
4.82 0.417 0.050311
4.83 0.40808 0.042764
4.84 0.39958 0.035557
4.85 0.39151 0.028698
4.86 0.38388 0.022195
4.87 0.3767 0.016056
4.88 0.36998 0.010287
4.89 0.36372 0.0048966
4.9 0.35793 -0.0001108
4.91 0.35261 -0.0047298
4.92 0.34778 -0.0089557
4.93 0.34343 -0.012785
4.94 0.33957 -0.016214
4.95 0.33621 -0.019241
4.96 0.33333 -0.021865
4.97 0.33094 -0.024083
4.98 0.32905 -0.025896
4.99 0.32765 -0.027305
5 0.32673 -0.028312
5.01 0.3263 -0.028917
5.02 0.32636 -0.029123
5.03 0.32689 -0.028936
5.04 0.3279 -0.028357
5.05 0.32937 -0.027394
5.06 0.3313 -0.02605
5.07 0.33368 -0.024332
5.08 0.33651 -0.022248
5.09 0.33978 -0.019804
5.1 0.34347 -0.017009
5.11 0.34757 -0.013871
5.12 0.35209 -0.010399
5.13 0.35699 -0.0066029
5.14 0.36228 -0.0024928
5.15 0.36794 0.0019211
5.16 0.37395 0.0066279
5.17 0.38031 0.011617
5.18 0.387 0.016876
5.19 0.39401 0.022393
5.2 0.40132 0.028158
5.21 0.40892 0.034157
5.22 0.41679 0.040379
5.23 0.42492 0.046811
5.24 0.4333 0.05344
5.25 0.4419 0.060255
5.26 0.45072 0.067243
5.27 0.45973 0.074391
5.28 0.46893 0.081687
5.29 0.4783 0.089119
5.3 0.48782 0.096675
5.31 0.49748 0.10434
5.32 0.50726 0.11211
5.33 0.51716 0.11997
5.34 0.52714 0.1279
5.35 0.53721 0.1359
5.36 0.54734 0.14395
5.37 0.55752 0.15205
5.38 0.56775 0.16018
5.39 0.57799 0.16834
5.4 0.58825 0.17651
5.41 0.59851 0.18469
5.42 0.60876 0.19286
5.43 0.61898 0.20102
5.44 0.62917 0.20916
5.45 0.63931 0.21727
5.46 0.6494 0.22535
5.47 0.65941 0.23338
5.48 0.66935 0.24136
5.49 0.6792 0.24928
5.5 0.68896 0.25714
5.51 0.69861 0.26492
5.52 0.70815 0.27263
5.53 0.71757 0.28026
5.54 0.72686 0.2878
5.55 0.73601 0.29525
5.56 0.74503 0.30261
5.57 0.75389 0.30986
5.58 0.76261 0.31701
5.59 0.77116 0.32404
5.6 0.77955 0.33097
5.61 0.78777 0.33778
5.62 0.79582 0.34447
5.63 0.80369 0.35103
5.64 0.81138 0.35747
5.65 0.81888 0.36378
5.66 0.8262 0.36996
5.67 0.83332 0.376
5.68 0.84026 0.38191
5.69 0.847 0.38767
5.7 0.85354 0.3933
5.71 0.85989 0.39878
5.72 0.86603 0.40412
5.73 0.87197 0.40931
5.74 0.87772 0.41436
5.75 0.88325 0.41925
5.76 0.88859 0.42399
5.77 0.89372 0.42858
5.78 0.89864 0.43301
5.79 0.90336 0.43729
5.8 0.90787 0.44141
5.81 0.91218 0.44537
5.82 0.91629 0.44917
5.83 0.92019 0.45281
5.84 0.92388 0.45629
5.85 0.92737 0.45961
5.86 0.93066 0.46276
5.87 0.93375 0.46576
5.88 0.93663 0.46858
5.89 0.93932 0.47124
5.9 0.9418 0.47374
5.91 0.94408 0.47607
5.92 0.94617 0.47824
5.93 0.94806 0.48023
5.94 0.94975 0.48206
5.95 0.95125 0.48373
5.96 0.95255 0.48523
5.97 0.95366 0.48656
5.98 0.95458 0.48772
5.99 0.95531 0.48872
6 0.95584 0.48955
6.01 0.95619 0.49021
6.02 0.95635 0.49071
6.03 0.95633 0.49104
6.04 0.95612 0.49121
6.05 0.95573 0.49121
6.06 0.95515 0.49106
6.07 0.95439 0.49074
6.08 0.95346 0.49025
6.09 0.95234 0.48961
6.1 0.95105 0.48881
6.11 0.94958 0.48786
6.12 0.94794 0.48674
6.13 0.94612 0.48547
6.14 0.94413 0.48405
6.15 0.94198 0.48248
6.16 0.93965 0.48076
6.17 0.93716 0.47888
6.18 0.9345 0.47687
6.19 0.93168 0.47471
6.2 0.9287 0.4724
6.21 0.92556 0.46996
6.22 0.92226 0.46738
6.23 0.91881 0.46466
6.24 0.9152 0.46181
6.25 0.91144 0.45883
6.26 0.90753 0.45573
6.27 0.90348 0.45249
6.28 0.89928 0.44914
6.29 0.89494 0.44567
6.3 0.89046 0.44207
6.31 0.88584 0.43837
6.32 0.88109 0.43455
6.33 0.87621 0.43063
6.34 0.87121 0.4266
6.35 0.86608 0.42247
6.36 0.86083 0.41824
6.37 0.85546 0.41392
6.38 0.84998 0.4095
6.39 0.8444 0.405
6.4 0.8387 0.40041
6.41 0.83291 0.39574
6.42 0.82702 0.39099
6.43 0.82104 0.38617
6.44 0.81497 0.38128
6.45 0.80881 0.37632
6.46 0.80258 0.3713
6.47 0.79627 0.36622
6.48 0.7899 0.36109
6.49 0.78346 0.3559
6.5 0.77697 0.35067
6.51 0.77042 0.34539
6.52 0.76382 0.34007
6.53 0.75719 0.33473
6.54 0.75052 0.32935
6.55 0.74381 0.32394
6.56 0.73709 0.31851
6.57 0.73035 0.31307
6.58 0.72359 0.30761
6.59 0.71683 0.30214
6.6 0.71007 0.29667
6.61 0.70332 0.2912
6.62 0.69658 0.28573
6.63 0.68986 0.28028
6.64 0.68317 0.27484
6.65 0.67651 0.26941
6.66 0.66989 0.26402
6.67 0.66332 0.25865
6.68 0.65679 0.25331
6.69 0.65033 0.24801
6.7 0.64393 0.24276
6.71 0.6376 0.23755
6.72 0.63136 0.2324
6.73 0.62519 0.22731
6.74 0.61912 0.22228
6.75 0.61314 0.21731
6.76 0.60726 0.21242
6.77 0.6015 0.20761
6.78 0.59584 0.20288
6.79 0.59031 0.19823
6.8 0.5849 0.19368
6.81 0.57963 0.18922
6.82 0.57448 0.18487
6.83 0.56949 0.18062
6.84 0.56463 0.17648
6.85 0.55993 0.17245
6.86 0.55538 0.16854
6.87 0.551 0.16476
6.88 0.54677 0.1611
6.89 0.54272 0.15757
6.9 0.53884 0.15417
6.91 0.53513 0.15092
6.92 0.5316 0.1478
6.93 0.52826 0.14482
6.94 0.52509 0.142
6.95 0.52212 0.13932
6.96 0.51933 0.1368
6.97 0.51674 0.13443
6.98 0.51434 0.13221
6.99 0.51213 0.13016
7 0.51013 0.12827
7.01 0.50831 0.12654
7.02 0.5067 0.12497
7.03 0.50529 0.12357
7.04 0.50407 0.12233
7.05 0.50306 0.12126
7.06 0.50224 0.12035
7.07 0.50163 0.11961
7.08 0.50121 0.11904
7.09 0.50099 0.11864
7.1 0.50096 0.1184
7.11 0.50113 0.11832
7.12 0.5015 0.11841
7.13 0.50205 0.11866
7.14 0.50279 0.11907
7.15 0.50372 0.11964
7.16 0.50484 0.12036
7.17 0.50613 0.12124
7.18 0.50761 0.12228
7.19 0.50926 0.12346
7.2 0.51108 0.12479
7.21 0.51308 0.12626
7.22 0.51524 0.12787
7.23 0.51756 0.12962
7.24 0.52003 0.13151
7.25 0.52266 0.13352
7.26 0.52545 0.13567
7.27 0.52837 0.13793
7.28 0.53144 0.14031
7.29 0.53464 0.14281
7.3 0.53798 0.14542
7.31 0.54144 0.14814
7.32 0.54502 0.15096
7.33 0.54872 0.15387
7.34 0.55253 0.15688
7.35 0.55645 0.15998
7.36 0.56047 0.16317
7.37 0.56459 0.16643
7.38 0.56879 0.16977
7.39 0.57309 0.17318
7.4 0.57746 0.17666
7.41 0.58191 0.1802
7.42 0.58644 0.1838
7.43 0.59102 0.18746
7.44 0.59567 0.19116
7.45 0.60037 0.19491
7.46 0.60512 0.1987
7.47 0.60991 0.20253
7.48 0.61475 0.20639
7.49 0.61962 0.21027
7.5 0.62451 0.21419
7.51 0.62943 0.21812
7.52 0.63437 0.22207
7.53 0.63933 0.22604
7.54 0.64429 0.23002
7.55 0.64926 0.234
7.56 0.65423 0.23798
7.57 0.65919 0.24197
7.58 0.66415 0.24595
7.59 0.66909 0.24992
7.6 0.67402 0.25389
7.61 0.67892 0.25784
7.62 0.6838 0.26177
7.63 0.68865 0.26569
7.64 0.69346 0.26959
7.65 0.69824 0.27346
7.66 0.70297 0.2773
7.67 0.70766 0.28112
7.68 0.71231 0.2849
7.69 0.7169 0.28865
7.7 0.72144 0.29236
7.71 0.72592 0.29603
7.72 0.73034 0.29967
7.73 0.73469 0.30326
7.74 0.73898 0.3068
7.75 0.7432 0.3103
7.76 0.74735 0.31375
7.77 0.75142 0.31715
7.78 0.75541 0.32049
7.79 0.75933 0.32379
7.8 0.76317 0.32702
7.81 0.76692 0.3302
7.82 0.77059 0.33331
7.83 0.77417 0.33637
7.84 0.77766 0.33936
7.85 0.78106 0.34229
7.86 0.78437 0.34515
7.87 0.78759 0.34795
7.88 0.7907 0.35068
7.89 0.79373 0.35333
7.9 0.79665 0.35592
7.91 0.79948 0.35843
7.92 0.8022 0.36087
7.93 0.80483 0.36323
7.94 0.80735 0.36552
7.95 0.80977 0.36773
7.96 0.81208 0.36985
7.97 0.81429 0.3719
7.98 0.8164 0.37387
7.99 0.8184 0.37576
8 0.82029 0.37756
8.01 0.82207 0.37928
8.02 0.82375 0.38091
8.03 0.82532 0.38246
8.04 0.82677 0.38392
8.05 0.82813 0.38529
8.06 0.82937 0.38657
8.07 0.8305 0.38776
8.08 0.83152 0.38887
8.09 0.83243 0.38988
8.1 0.83323 0.3908
8.11 0.83393 0.39164
8.12 0.83451 0.39237
8.13 0.83498 0.39302
8.14 0.83534 0.39357
8.15 0.8356 0.39403
8.16 0.83574 0.3944
8.17 0.83577 0.39467
8.18 0.8357 0.39485
8.19 0.83552 0.39493
8.2 0.83522 0.39492
8.21 0.83482 0.39482
8.22 0.83432 0.39463
8.23 0.8337 0.39434
8.24 0.83298 0.39395
8.25 0.83216 0.39348
8.26 0.83123 0.39291
8.27 0.83019 0.39225
8.28 0.82905 0.3915
8.29 0.82781 0.39065
8.3 0.82647 0.38972
8.31 0.82502 0.3887
8.32 0.82347 0.38759
8.33 0.82183 0.38639
8.34 0.82009 0.38511
8.35 0.81825 0.38374
8.36 0.81631 0.38228
8.37 0.81428 0.38074
8.38 0.81216 0.37912
8.39 0.80994 0.37742
8.4 0.80764 0.37564
8.41 0.80524 0.37378
8.42 0.80276 0.37185
8.43 0.80019 0.36984
8.44 0.79754 0.36776
8.45 0.79481 0.3656
8.46 0.792 0.36338
8.47 0.78911 0.36108
8.48 0.78614 0.35872
8.49 0.7831 0.3563
8.5 0.77999 0.35381
8.51 0.7768 0.35127
8.52 0.77356 0.34866
8.53 0.77024 0.346
8.54 0.76686 0.34328
8.55 0.76343 0.34052
8.56 0.75994 0.3377
8.57 0.75639 0.33484
8.58 0.75279 0.33193
8.59 0.74914 0.32898
8.6 0.74545 0.32598
8.61 0.74171 0.32296
8.62 0.73793 0.31989
8.63 0.73412 0.31679
8.64 0.73027 0.31367
8.65 0.7264 0.31051
8.66 0.72249 0.30734
8.67 0.71856 0.30413
8.68 0.71462 0.30091
8.69 0.71065 0.29768
8.7 0.70667 0.29443
8.71 0.70268 0.29117
8.72 0.69869 0.2879
8.73 0.69469 0.28462
8.74 0.69069 0.28134
8.75 0.6867 0.27806
8.76 0.68272 0.27479
8.77 0.67875 0.27152
8.78 0.67479 0.26826
8.79 0.67085 0.26501
8.8 0.66694 0.26178
8.81 0.66305 0.25856
8.82 0.65919 0.25536
8.83 0.65536 0.25219
8.84 0.65158 0.24904
8.85 0.64783 0.24593
8.86 0.64413 0.24284
8.87 0.64047 0.23979
8.88 0.63687 0.23677
8.89 0.63332 0.2338
8.9 0.62984 0.23086
8.91 0.62641 0.22798
8.92 0.62305 0.22514
8.93 0.61975 0.22235
8.94 0.61653 0.21962
8.95 0.61338 0.21694
8.96 0.61031 0.21432
8.97 0.60732 0.21176
8.98 0.60442 0.20926
8.99 0.6016 0.20683
9 0.59886 0.20447
9.01 0.59622 0.20218
9.02 0.59367 0.19996
9.03 0.59122 0.19781
9.04 0.58887 0.19575
9.05 0.58661 0.19376
9.06 0.58446 0.19185
9.07 0.58241 0.19002
9.08 0.58047 0.18827
9.09 0.57863 0.18661
9.1 0.57691 0.18504
9.11 0.57529 0.18355
9.12 0.57378 0.18216
9.13 0.57239 0.18085
9.14 0.57111 0.17964
9.15 0.56994 0.17851
9.16 0.56889 0.17748
9.17 0.56796 0.17655
9.18 0.56714 0.17571
9.19 0.56643 0.17496
9.2 0.56584 0.17431
9.21 0.56537 0.17375
9.22 0.56502 0.17329
9.23 0.56478 0.17293
9.24 0.56465 0.17266
9.25 0.56464 0.17249
9.26 0.56475 0.17241
9.27 0.56496 0.17242
9.28 0.56529 0.17253
9.29 0.56574 0.17274
9.3 0.56629 0.17303
9.31 0.56695 0.17342
9.32 0.56772 0.1739
9.33 0.5686 0.17447
9.34 0.56958 0.17513
9.35 0.57066 0.17587
9.36 0.57185 0.1767
9.37 0.57314 0.17761
9.38 0.57452 0.17861
9.39 0.576 0.17969
9.4 0.57757 0.18085
9.41 0.57924 0.18209
9.42 0.58099 0.1834
9.43 0.58283 0.18478
9.44 0.58476 0.18624
9.45 0.58676 0.18777
9.46 0.58885 0.18937
9.47 0.59101 0.19103
9.48 0.59325 0.19275
9.49 0.59556 0.19454
9.5 0.59793 0.19638
9.51 0.60038 0.19829
9.52 0.60288 0.20024
9.53 0.60545 0.20225
9.54 0.60807 0.20431
9.55 0.61074 0.20641
9.56 0.61347 0.20856
9.57 0.61625 0.21075
9.58 0.61907 0.21298
9.59 0.62193 0.21525
9.6 0.62483 0.21755
9.61 0.62777 0.21989
9.62 0.63074 0.22226
9.63 0.63375 0.22465
9.64 0.63678 0.22707
9.65 0.63983 0.22951
9.66 0.6429 0.23197
9.67 0.646 0.23445
9.68 0.6491 0.23694
9.69 0.65222 0.23945
9.7 0.65536 0.24197
9.71 0.65849 0.2445
9.72 0.66163 0.24703
9.73 0.66477 0.24957
9.74 0.66791 0.25211
9.75 0.67105 0.25465
9.76 0.67418 0.25719
9.77 0.6773 0.25972
9.78 0.6804 0.26225
9.79 0.68349 0.26477
9.8 0.68656 0.26727
9.81 0.68962 0.26977
9.82 0.69265 0.27225
9.83 0.69565 0.27472
9.84 0.69863 0.27717
9.85 0.70158 0.27959
9.86 0.7045 0.282
9.87 0.70738 0.28438
