0 36.472 36.472 36.472 36.472 36.472 36.472
0.001 36.472 36.472 36.472 36.472 36.472 36.472
0.002 36.472 36.472 36.472 36.472 36.472 36.472
0.003 36.472 36.472 36.472 36.472 36.472 36.472
0.004 36.473 36.473 36.473 36.473 36.473 36.473
0.005 36.473 36.473 36.473 36.473 36.473 36.473
0.006 36.474 36.474 36.474 36.474 36.474 36.474
0.007 36.474 36.474 36.474 36.474 36.474 36.474
0.008 36.475 36.475 36.475 36.475 36.475 36.475
0.009 36.476 36.476 36.476 36.476 36.476 36.476
0.01 36.477 36.477 36.477 36.477 36.477 36.477
0.011 36.478 36.478 36.478 36.478 36.478 36.478
0.012 36.479 36.479 36.479 36.479 36.479 36.479
0.013 36.48 36.48 36.48 36.48 36.48 36.48
0.014 36.482 36.482 36.482 36.482 36.482 36.482
0.015 36.483 36.483 36.483 36.483 36.483 36.483
0.016 36.485 36.485 36.485 36.485 36.485 36.485
0.017 36.486 36.486 36.486 36.486 36.486 36.486
0.018 36.488 36.488 36.488 36.488 36.488 36.488
0.019 36.49 36.49 36.49 36.49 36.49 36.49
0.02 36.492 36.492 36.492 36.492 36.492 36.492
0.021 36.494 36.494 36.494 36.494 36.494 36.494
0.022 36.496 36.496 36.496 36.496 36.496 36.496
0.023 36.498 36.499 36.499 36.499 36.499 36.499
0.024 36.5 36.501 36.501 36.501 36.501 36.501
0.025 36.502 36.504 36.504 36.504 36.504 36.504
0.026 36.504 36.506 36.506 36.506 36.506 36.506
0.027 36.506 36.509 36.509 36.509 36.509 36.509
0.028 36.508 36.512 36.512 36.512 36.512 36.512
0.029 36.51 36.515 36.515 36.515 36.515 36.515
0.03 36.512 36.518 36.518 36.518 36.518 36.518
0.031 36.513 36.521 36.521 36.521 36.521 36.521
0.032 36.515 36.524 36.524 36.524 36.524 36.524
0.033 36.517 36.527 36.528 36.528 36.528 36.528
0.034 36.519 36.53 36.531 36.531 36.531 36.531
0.035 36.521 36.533 36.535 36.535 36.535 36.535
0.036 36.523 36.536 36.538 36.538 36.538 36.538
0.037 36.525 36.539 36.542 36.542 36.542 36.542
0.038 36.527 36.542 36.546 36.546 36.546 36.546
0.039 36.528 36.545 36.55 36.55 36.55 36.55
