0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472
0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472,0,0,0,0,0,0,0,0,0,36.472
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473,0,0,0,0,0,0,0,0,0,36.473
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474,0,0,0,0,0,0,0,0,0,36.474
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.475,0,0,0,0,0,0,0,0,0,36.475,0,0,0,0,0,0,0,0,0,36.475,0,0,0,0,0,0,0,0,0,36.475,0,0,0,0,0,0,0,0,0,36.475
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.476,0,0,0,0,0,0,0,0,0,36.476,0,0,0,0,0,0,0,0,0,36.476,0,0,0,0,0,0,0,0,0,36.476,0,0,0,0,0,0,0,0,0,36.476
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.477,0,0,0,0,0,0,0,0,0,36.477,0,0,0,0,0,0,0,0,0,36.477,0,0,0,0,0,0,0,0,0,36.477,0,0,0,0,0,0,0,0,0,36.477
0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.478,0,0,0,0,0,0,0,0,0,36.478,0,0,0,0,0,0,0,0,0,36.478,0,0,0,0,0,0,0,0,0,36.478,0,0,0,0,0,0,0,0,0,36.478
0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.479,0,0,0,0,0,0,0,0,0,36.479,0,0,0,0,0,0,0,0,0,36.479,0,0,0,0,0,0,0,0,0,36.479,0,0,0,0,0,0,0,0,0,36.479
0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.48,0,0,0,0,0,0,0,0,0,36.48,0,0,0,0,0,0,0,0,0,36.48,0,0,0,0,0,0,0,0,0,36.48,0,0,0,0,0,0,0,0,0,36.48
0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.482,0,0,0,0,0,0,0,0,0,36.482,0,0,0,0,0,0,0,0,0,36.482,0,0,0,0,0,0,0,0,0,36.482,0,0,0,0,0,0,0,0,0,36.482
0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.483,0,0,0,0,0,0,0,0,0,36.483,0,0,0,0,0,0,0,0,0,36.483,0,0,0,0,0,0,0,0,0,36.483,0,0,0,0,0,0,0,0,0,36.483
0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.485,0,0,0,0,0,0,0,0,0,36.485,0,0,0,0,0,0,0,0,0,36.485,0,0,0,0,0,0,0,0,0,36.485,0,0,0,0,0,0,0,0,0,36.485
0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.486,0,0,0,0,0,0,0,0,0,36.486,0,0,0,0,0,0,0,0,0,36.486,0,0,0,0,0,0,0,0,0,36.486,0,0,0,0,0,0,0,0,0,36.486
